CERTIFICATION_ID,EMPLOYEE_ID,CERTIFICATION_NAME,ISSUING_ORGANIZATION,CERTIFICATION_CATEGORY,CERTIFICATION_DATE,EXPIRY_DATE,CERTIFICATION_STATUS,CREDENTIAL_ID,VERIFICATION_URL,COST_COVERED_BY,CREATED_AT
498,1397,SnowPro Advanced Data Engineer,Snowflake,Cloud Data Platform,2025-01-24,2026-05-26,Renewal Due,CRED-282870,https://verify.example.com/447219,Partial Reimbursement,2026-03-20 06:59:35.765
146,1403,SnowPro Advanced Architect,Snowflake,Cloud Data Platform,2026-01-19,2027-01-09,Active,CRED-386786,https://verify.example.com/915390,Partial Reimbursement,2026-03-20 06:59:35.765
575,1407,Informatica PowerCenter,Informatica,ETL,2025-01-20,2026-09-05,Active,CRED-874267,https://verify.example.com/523842,Company,2026-03-20 06:59:35.765
104,1346,Azure Fundamentals,Microsoft,Cloud Platform,2026-01-12,2027-02-02,Active,CRED-169987,https://verify.example.com/520117,Company,2026-03-20 06:59:35.765
253,1342,PMP,PMI,Project Management,2025-06-29,2027-12-24,Expired,CRED-729348,https://verify.example.com/339905,Self,2026-03-20 06:59:35.765
391,1145,dbt Analytics Engineering,dbt Labs,Data Transformation,2025-12-20,2026-03-29,Renewal Due,CRED-412424,https://verify.example.com/795621,Partial Reimbursement,2026-03-20 06:59:35.765
155,1273,dbt Analytics Engineering,dbt Labs,Data Transformation,2023-07-09,2027-03-17,Expired,CRED-679931,https://verify.example.com/346090,Partial Reimbursement,2026-03-20 06:59:35.765
29,1474,Scrum Master CSM,Scrum Alliance,Agile,2024-05-13,2028-02-02,Expired,CRED-284043,https://verify.example.com/846766,Company,2026-03-20 06:59:35.765
664,1507,GCP Cloud Architect,Google,Cloud Platform,2024-11-06,2027-03-07,In Progress,CRED-795993,https://verify.example.com/280764,Self,2026-03-20 06:59:35.765
181,1082,SnowPro Core,Snowflake,Cloud Data Platform,2025-08-01,2027-07-19,Active,CRED-230088,https://verify.example.com/166028,Partial Reimbursement,2026-03-20 06:59:35.765
138,1506,Tableau Desktop Specialist,Tableau,Visualization,2025-06-28,2026-12-03,Expired,CRED-654605,https://verify.example.com/863487,Partial Reimbursement,2026-03-20 06:59:35.765
357,1421,SnowPro Advanced Data Engineer,Snowflake,Cloud Data Platform,2025-05-20,2027-07-23,Renewal Due,CRED-318834,https://verify.example.com/792055,Partial Reimbursement,2026-03-20 06:59:35.765
233,1368,AWS Cloud Practitioner,Amazon,Cloud Platform,2024-05-27,2027-07-29,Renewal Due,CRED-788482,https://verify.example.com/394200,Self,2026-03-20 06:59:35.765
374,1004,PMP,PMI,Project Management,2026-02-06,2026-07-31,In Progress,CRED-649520,https://verify.example.com/811824,Self,2026-03-20 06:59:35.765
604,1025,Azure Data Engineer Associate,Microsoft,Cloud Platform,2025-12-29,2027-09-24,In Progress,CRED-486885,https://verify.example.com/376728,Self,2026-03-20 06:59:35.765
125,1117,SnowPro Advanced Architect,Snowflake,Cloud Data Platform,2024-07-17,2026-08-19,Expired,CRED-562908,https://verify.example.com/643932,Partial Reimbursement,2026-03-20 06:59:35.765
445,1016,Matillion Associate,Matillion,ETL,2025-06-05,2027-05-25,Renewal Due,CRED-498981,https://verify.example.com/713293,Partial Reimbursement,2026-03-20 06:59:35.765
698,1147,Databricks Certified ML Professional,Databricks,Data Platform,2025-10-15,2027-06-14,Active,CRED-889350,https://verify.example.com/914836,Company,2026-03-20 06:59:35.765
576,1407,GCP Cloud Architect,Google,Cloud Platform,2025-11-29,2028-03-03,Expired,CRED-337312,https://verify.example.com/981505,Company,2026-03-20 06:59:35.765
227,1077,SnowPro Advanced Architect,Snowflake,Cloud Data Platform,2024-08-25,2026-10-24,Expired,CRED-829381,https://verify.example.com/526236,Partial Reimbursement,2026-03-20 06:59:35.765
500,1130,Apache Kafka Certification,Confluent,Streaming,2024-10-20,2026-12-31,In Progress,CRED-235788,https://verify.example.com/243705,Partial Reimbursement,2026-03-20 06:59:35.765
449,1003,Azure Data Engineer Associate,Microsoft,Cloud Platform,2023-11-05,2026-12-26,In Progress,CRED-444374,https://verify.example.com/635775,Company,2026-03-20 06:59:35.765
560,1463,Azure Fundamentals,Microsoft,Cloud Platform,2025-03-07,2027-07-07,Renewal Due,CRED-494786,https://verify.example.com/524609,Self,2026-03-20 06:59:35.765
137,1506,SnowPro Advanced Data Engineer,Snowflake,Cloud Data Platform,2023-12-24,2027-11-10,Expired,CRED-687533,https://verify.example.com/493592,Self,2026-03-20 06:59:35.765
79,1377,SnowPro Advanced Data Engineer,Snowflake,Cloud Data Platform,2024-12-13,2027-09-02,In Progress,CRED-763344,https://verify.example.com/783065,Company,2026-03-20 06:59:35.765
127,1289,Informatica PowerCenter,Informatica,ETL,2024-07-01,2026-06-28,Expired,CRED-291006,https://verify.example.com/707743,Company,2026-03-20 06:59:35.765
234,1119,Informatica PowerCenter,Informatica,ETL,2025-04-08,2028-01-15,In Progress,CRED-388744,https://verify.example.com/245873,Partial Reimbursement,2026-03-20 06:59:35.765
65,1144,GCP Cloud Architect,Google,Cloud Platform,2025-01-23,2027-02-24,In Progress,CRED-348954,https://verify.example.com/891625,Company,2026-03-20 06:59:35.765
38,1446,Apache Kafka Certification,Confluent,Streaming,2025-02-01,2027-12-27,In Progress,CRED-702556,https://verify.example.com/439421,Company,2026-03-20 06:59:35.765
439,1047,SnowPro Advanced Data Engineer,Snowflake,Cloud Data Platform,2025-10-10,2027-09-19,Renewal Due,CRED-920501,https://verify.example.com/700963,Partial Reimbursement,2026-03-20 06:59:35.765
423,1405,AWS Cloud Practitioner,Amazon,Cloud Platform,2025-12-24,2027-11-02,Expired,CRED-386056,https://verify.example.com/846149,Self,2026-03-20 06:59:35.765
476,1059,GCP Professional Data Engineer,Google,Cloud Platform,2024-07-04,2026-10-15,In Progress,CRED-867681,https://verify.example.com/145911,Partial Reimbursement,2026-03-20 06:59:35.765
465,1354,AWS Solutions Architect Associate,Amazon,Cloud Platform,2025-08-13,2028-03-01,In Progress,CRED-263222,https://verify.example.com/882791,Self,2026-03-20 06:59:35.765
470,1366,SnowPro Advanced Data Analyst,Snowflake,Cloud Data Platform,2024-01-02,2027-03-19,In Progress,CRED-778094,https://verify.example.com/116201,Company,2026-03-20 06:59:35.765
281,1309,Azure Fundamentals,Microsoft,Cloud Platform,2024-08-03,2026-10-11,Active,CRED-511941,https://verify.example.com/558755,Partial Reimbursement,2026-03-20 06:59:35.765
488,1106,Databricks Certified ML Professional,Databricks,Data Platform,2024-04-29,2028-01-28,Expired,CRED-527341,https://verify.example.com/110929,Company,2026-03-20 06:59:35.765
516,1490,AWS Cloud Practitioner,Amazon,Cloud Platform,2025-06-04,2027-03-29,Expired,CRED-760423,https://verify.example.com/948620,Company,2026-03-20 06:59:35.765
3,1437,AWS Cloud Practitioner,Amazon,Cloud Platform,2024-07-17,2026-07-28,Active,CRED-647918,https://verify.example.com/702201,Company,2026-03-20 06:59:35.765
430,1174,Tableau Desktop Specialist,Tableau,Visualization,2025-02-13,2026-03-08,Renewal Due,CRED-162823,https://verify.example.com/417422,Company,2026-03-20 06:59:35.765
614,1382,Azure Solutions Architect Expert,Microsoft,Cloud Platform,2025-12-17,2027-10-26,Renewal Due,CRED-661804,https://verify.example.com/807555,Self,2026-03-20 06:59:35.765
568,1108,SnowPro Core,Snowflake,Cloud Data Platform,2025-05-20,2026-10-12,Expired,CRED-637151,https://verify.example.com/607835,Self,2026-03-20 06:59:35.765
383,1318,SnowPro Core,Snowflake,Cloud Data Platform,2023-12-30,2027-10-22,Renewal Due,CRED-266049,https://verify.example.com/693193,Partial Reimbursement,2026-03-20 06:59:35.765
72,1067,Apache Kafka Certification,Confluent,Streaming,2025-01-18,2026-04-07,Active,CRED-334352,https://verify.example.com/823175,Company,2026-03-20 06:59:35.765
66,1065,AWS Solutions Architect Associate,Amazon,Cloud Platform,2024-11-06,2027-06-01,Renewal Due,CRED-937212,https://verify.example.com/811454,Self,2026-03-20 06:59:35.765
39,1446,Azure Fundamentals,Microsoft,Cloud Platform,2025-07-11,2026-07-08,In Progress,CRED-460091,https://verify.example.com/209412,Company,2026-03-20 06:59:35.765
332,1160,Terraform Associate,HashiCorp,Infrastructure,2024-05-18,2027-08-26,Expired,CRED-871687,https://verify.example.com/224451,Company,2026-03-20 06:59:35.765
514,1114,SnowPro Advanced Data Engineer,Snowflake,Cloud Data Platform,2025-01-30,2026-02-26,Active,CRED-554726,https://verify.example.com/533336,Partial Reimbursement,2026-03-20 06:59:35.765
274,1390,GCP Cloud Architect,Google,Cloud Platform,2025-07-11,2027-12-07,In Progress,CRED-549455,https://verify.example.com/645892,Self,2026-03-20 06:59:35.765
678,1186,Informatica PowerCenter,Informatica,ETL,2026-01-19,2027-07-04,Renewal Due,CRED-871874,https://verify.example.com/696193,Self,2026-03-20 06:59:35.765
598,1231,Terraform Associate,HashiCorp,Infrastructure,2025-11-18,2028-01-18,In Progress,CRED-745576,https://verify.example.com/515077,Partial Reimbursement,2026-03-20 06:59:35.765
60,1483,Certified Kubernetes Administrator,CNCF,DevOps,2025-10-18,2027-02-15,Renewal Due,CRED-762176,https://verify.example.com/550239,Company,2026-03-20 06:59:35.765
129,1307,Tableau Desktop Specialist,Tableau,Visualization,2025-07-24,2026-04-22,Expired,CRED-233987,https://verify.example.com/119064,Company,2026-03-20 06:59:35.765
144,1305,SnowPro Advanced Architect,Snowflake,Cloud Data Platform,2024-12-21,2026-06-26,In Progress,CRED-421845,https://verify.example.com/696470,Self,2026-03-20 06:59:35.765
51,1485,Tableau Desktop Specialist,Tableau,Visualization,2025-09-07,2026-12-10,Renewal Due,CRED-488931,https://verify.example.com/830515,Company,2026-03-20 06:59:35.765
361,1456,AWS Cloud Practitioner,Amazon,Cloud Platform,2024-10-09,2026-11-02,Renewal Due,CRED-526728,https://verify.example.com/593743,Self,2026-03-20 06:59:35.765
509,1328,Azure Fundamentals,Microsoft,Cloud Platform,2025-11-19,2027-10-23,Renewal Due,CRED-587131,https://verify.example.com/367236,Partial Reimbursement,2026-03-20 06:59:35.765
167,1324,SnowPro Advanced Data Analyst,Snowflake,Cloud Data Platform,2024-07-28,2026-12-19,Renewal Due,CRED-751370,https://verify.example.com/967826,Self,2026-03-20 06:59:35.765
318,1212,Azure Data Engineer Associate,Microsoft,Cloud Platform,2025-03-27,2027-02-05,Renewal Due,CRED-362260,https://verify.example.com/816729,Self,2026-03-20 06:59:35.765
600,1231,Databricks Certified ML Professional,Databricks,Data Platform,2024-07-11,2026-02-23,In Progress,CRED-507586,https://verify.example.com/286759,Partial Reimbursement,2026-03-20 06:59:35.765
623,1096,SnowPro Core,Snowflake,Cloud Data Platform,2025-02-09,2027-07-15,In Progress,CRED-755670,https://verify.example.com/614300,Self,2026-03-20 06:59:35.765
580,1285,Informatica PowerCenter,Informatica,ETL,2024-12-20,2027-03-27,Renewal Due,CRED-660586,https://verify.example.com/589187,Company,2026-03-20 06:59:35.765
672,1021,Azure Solutions Architect Expert,Microsoft,Cloud Platform,2024-08-01,2027-12-02,Active,CRED-948567,https://verify.example.com/802228,Self,2026-03-20 06:59:35.765
228,1413,Databricks Certified ML Professional,Databricks,Data Platform,2023-09-20,2027-09-03,Expired,CRED-861779,https://verify.example.com/806643,Company,2026-03-20 06:59:35.765
49,1485,PMP,PMI,Project Management,2023-09-28,2028-01-18,In Progress,CRED-467968,https://verify.example.com/311476,Self,2026-03-20 06:59:35.765
582,1269,SnowPro Advanced Architect,Snowflake,Cloud Data Platform,2024-12-22,2027-09-09,Renewal Due,CRED-644128,https://verify.example.com/989750,Partial Reimbursement,2026-03-20 06:59:35.765
248,1171,Databricks Certified ML Professional,Databricks,Data Platform,2024-08-04,2027-09-10,Active,CRED-114697,https://verify.example.com/482629,Partial Reimbursement,2026-03-20 06:59:35.765
567,1011,Certified Kubernetes Administrator,CNCF,DevOps,2024-06-26,2026-03-21,In Progress,CRED-187917,https://verify.example.com/977507,Self,2026-03-20 06:59:35.765
295,1471,Tableau Desktop Specialist,Tableau,Visualization,2024-11-24,2027-07-23,In Progress,CRED-742523,https://verify.example.com/418482,Partial Reimbursement,2026-03-20 06:59:35.765
307,1292,PMP,PMI,Project Management,2025-11-30,2026-09-02,Expired,CRED-618842,https://verify.example.com/296887,Partial Reimbursement,2026-03-20 06:59:35.765
697,1147,Databricks Certified Data Engineer,Databricks,Data Platform,2024-09-02,2027-12-10,In Progress,CRED-564635,https://verify.example.com/425742,Company,2026-03-20 06:59:35.765
19,1271,GCP Professional Data Engineer,Google,Cloud Platform,2025-04-05,2027-03-07,In Progress,CRED-198183,https://verify.example.com/830343,Partial Reimbursement,2026-03-20 06:59:35.765
185,1466,dbt Analytics Engineering,dbt Labs,Data Transformation,2024-12-25,2026-05-08,Expired,CRED-651672,https://verify.example.com/271725,Company,2026-03-20 06:59:35.765
617,1120,Scrum Master CSM,Scrum Alliance,Agile,2025-12-15,2027-01-07,Expired,CRED-463512,https://verify.example.com/815772,Partial Reimbursement,2026-03-20 06:59:35.765
433,1512,PMP,PMI,Project Management,2023-08-12,2027-10-24,In Progress,CRED-243969,https://verify.example.com/138257,Self,2026-03-20 06:59:35.765
241,1417,Certified Kubernetes Administrator,CNCF,DevOps,2024-07-08,2026-03-14,Expired,CRED-124345,https://verify.example.com/333157,Self,2026-03-20 06:59:35.765
462,1242,SnowPro Core,Snowflake,Cloud Data Platform,2023-09-23,2028-01-31,Active,CRED-563918,https://verify.example.com/546258,Partial Reimbursement,2026-03-20 06:59:35.765
71,1167,AWS Data Analytics Specialty,Amazon,Cloud Platform,2024-02-28,2028-03-17,Renewal Due,CRED-328655,https://verify.example.com/211971,Company,2026-03-20 06:59:35.765
671,1125,GCP Professional Data Engineer,Google,Cloud Platform,2024-02-05,2026-07-24,Active,CRED-811837,https://verify.example.com/242408,Self,2026-03-20 06:59:35.765
85,1418,dbt Analytics Engineering,dbt Labs,Data Transformation,2025-01-30,2027-09-28,Renewal Due,CRED-626688,https://verify.example.com/853604,Company,2026-03-20 06:59:35.765
221,1400,Tableau Desktop Specialist,Tableau,Visualization,2025-11-10,2026-03-05,Expired,CRED-718958,https://verify.example.com/328772,Self,2026-03-20 06:59:35.765
458,1410,Apache Kafka Certification,Confluent,Streaming,2025-02-14,2026-09-13,Active,CRED-627435,https://verify.example.com/742163,Company,2026-03-20 06:59:35.765
502,1385,Terraform Associate,HashiCorp,Infrastructure,2025-10-10,2028-03-10,Active,CRED-141850,https://verify.example.com/555815,Company,2026-03-20 06:59:35.765
75,1317,Azure Fundamentals,Microsoft,Cloud Platform,2025-03-02,2027-10-30,Expired,CRED-741026,https://verify.example.com/422396,Self,2026-03-20 06:59:35.765
709,1122,Tableau Desktop Specialist,Tableau,Visualization,2025-05-06,2028-03-05,Expired,CRED-317640,https://verify.example.com/744536,Company,2026-03-20 06:59:35.765
316,1408,AWS Solutions Architect Associate,Amazon,Cloud Platform,2024-11-02,2026-09-02,Renewal Due,CRED-105742,https://verify.example.com/762822,Partial Reimbursement,2026-03-20 06:59:35.765
537,1442,Fivetran Partner Certification,Fivetran,Data Integration,2023-07-10,2026-03-07,Active,CRED-235777,https://verify.example.com/190412,Partial Reimbursement,2026-03-20 06:59:35.765
333,1279,AWS Cloud Practitioner,Amazon,Cloud Platform,2025-08-23,2027-06-29,In Progress,CRED-398211,https://verify.example.com/649078,Company,2026-03-20 06:59:35.765
272,1137,AWS Solutions Architect Associate,Amazon,Cloud Platform,2025-10-27,2027-05-20,In Progress,CRED-749771,https://verify.example.com/852842,Partial Reimbursement,2026-03-20 06:59:35.765
153,1068,AWS Data Analytics Specialty,Amazon,Cloud Platform,2025-05-02,2026-03-31,Active,CRED-964431,https://verify.example.com/955398,Partial Reimbursement,2026-03-20 06:59:35.765
602,1335,AWS Data Analytics Specialty,Amazon,Cloud Platform,2025-04-02,2028-01-11,Renewal Due,CRED-137302,https://verify.example.com/686982,Partial Reimbursement,2026-03-20 06:59:35.765
187,1284,Power BI Data Analyst,Microsoft,Visualization,2025-09-19,2027-06-14,In Progress,CRED-605188,https://verify.example.com/403487,Partial Reimbursement,2026-03-20 06:59:35.765
607,1208,AWS Cloud Practitioner,Amazon,Cloud Platform,2025-01-23,2027-05-01,Active,CRED-825021,https://verify.example.com/781277,Partial Reimbursement,2026-03-20 06:59:35.765
631,1313,AWS Cloud Practitioner,Amazon,Cloud Platform,2025-05-15,2027-01-31,Renewal Due,CRED-335031,https://verify.example.com/502381,Company,2026-03-20 06:59:35.765
326,1404,Certified Kubernetes Administrator,CNCF,DevOps,2023-07-08,2027-07-24,Expired,CRED-327845,https://verify.example.com/439528,Company,2026-03-20 06:59:35.765
591,1250,AWS Solutions Architect Associate,Amazon,Cloud Platform,2023-07-01,2027-11-13,In Progress,CRED-386679,https://verify.example.com/997217,Self,2026-03-20 06:59:35.765
243,1272,Databricks Certified Data Engineer,Databricks,Data Platform,2024-08-17,2026-09-22,In Progress,CRED-434466,https://verify.example.com/540254,Self,2026-03-20 06:59:35.765
330,1182,Azure Solutions Architect Expert,Microsoft,Cloud Platform,2023-10-15,2026-10-25,Renewal Due,CRED-207774,https://verify.example.com/947814,Partial Reimbursement,2026-03-20 06:59:35.765
322,1350,dbt Analytics Engineering,dbt Labs,Data Transformation,2023-08-20,2027-03-19,Active,CRED-946991,https://verify.example.com/996135,Partial Reimbursement,2026-03-20 06:59:35.765
548,1296,SnowPro Advanced Data Engineer,Snowflake,Cloud Data Platform,2025-09-14,2026-08-29,In Progress,CRED-123434,https://verify.example.com/568412,Self,2026-03-20 06:59:35.765
609,1097,GCP Professional Data Engineer,Google,Cloud Platform,2025-09-26,2026-11-17,Active,CRED-582386,https://verify.example.com/234812,Company,2026-03-20 06:59:35.765
657,1465,Azure Fundamentals,Microsoft,Cloud Platform,2025-07-10,2027-12-23,Renewal Due,CRED-778245,https://verify.example.com/250925,Partial Reimbursement,2026-03-20 06:59:35.765
331,1394,Scrum Master CSM,Scrum Alliance,Agile,2025-10-19,2027-03-04,Expired,CRED-248519,https://verify.example.com/793211,Self,2026-03-20 06:59:35.765
22,1271,PMP,PMI,Project Management,2025-06-20,2027-04-19,Renewal Due,CRED-550410,https://verify.example.com/358169,Company,2026-03-20 06:59:35.765
649,1148,Apache Kafka Certification,Confluent,Streaming,2025-01-22,2027-05-03,Renewal Due,CRED-760529,https://verify.example.com/314379,Self,2026-03-20 06:59:35.765
504,1328,Terraform Associate,HashiCorp,Infrastructure,2025-01-22,2026-04-26,Expired,CRED-395732,https://verify.example.com/791121,Self,2026-03-20 06:59:35.765
370,1002,SnowPro Core,Snowflake,Cloud Data Platform,2024-10-07,2027-06-27,Active,CRED-607859,https://verify.example.com/442785,Partial Reimbursement,2026-03-20 06:59:35.765
276,1390,Certified Kubernetes Administrator,CNCF,DevOps,2025-06-30,2027-06-24,In Progress,CRED-354833,https://verify.example.com/629642,Partial Reimbursement,2026-03-20 06:59:35.765
528,1078,Terraform Associate,HashiCorp,Infrastructure,2025-05-31,2027-05-23,Active,CRED-821543,https://verify.example.com/389642,Self,2026-03-20 06:59:35.765
531,1034,Azure Data Engineer Associate,Microsoft,Cloud Platform,2025-11-25,2027-07-01,In Progress,CRED-152713,https://verify.example.com/437016,Partial Reimbursement,2026-03-20 06:59:35.765
616,1382,dbt Analytics Engineering,dbt Labs,Data Transformation,2025-07-19,2028-01-30,In Progress,CRED-684215,https://verify.example.com/964606,Company,2026-03-20 06:59:35.765
124,1327,Fivetran Partner Certification,Fivetran,Data Integration,2025-07-07,2026-06-02,In Progress,CRED-418977,https://verify.example.com/790624,Company,2026-03-20 06:59:35.765
183,1401,Azure Data Engineer Associate,Microsoft,Cloud Platform,2024-09-13,2027-12-29,Expired,CRED-940275,https://verify.example.com/308444,Company,2026-03-20 06:59:35.765
259,1139,Certified Kubernetes Administrator,CNCF,DevOps,2023-10-10,2027-12-03,In Progress,CRED-507421,https://verify.example.com/174726,Partial Reimbursement,2026-03-20 06:59:35.765
543,1347,Databricks Certified ML Professional,Databricks,Data Platform,2025-05-18,2026-05-24,Expired,CRED-533465,https://verify.example.com/958685,Partial Reimbursement,2026-03-20 06:59:35.765
652,1045,SnowPro Advanced Data Engineer,Snowflake,Cloud Data Platform,2024-11-15,2026-05-23,In Progress,CRED-189087,https://verify.example.com/492197,Self,2026-03-20 06:59:35.765
493,1150,Azure Solutions Architect Expert,Microsoft,Cloud Platform,2024-09-03,2027-11-20,Expired,CRED-603418,https://verify.example.com/146187,Company,2026-03-20 06:59:35.765
612,1263,SnowPro Advanced Architect,Snowflake,Cloud Data Platform,2025-06-07,2027-02-17,In Progress,CRED-200889,https://verify.example.com/251093,Self,2026-03-20 06:59:35.765
695,1008,GCP Professional Data Engineer,Google,Cloud Platform,2025-07-15,2027-10-19,Active,CRED-978459,https://verify.example.com/243335,Company,2026-03-20 06:59:35.765
594,1501,Power BI Data Analyst,Microsoft,Visualization,2023-07-28,2028-03-17,Active,CRED-212820,https://verify.example.com/994656,Company,2026-03-20 06:59:35.765
487,1106,Matillion Associate,Matillion,ETL,2023-10-12,2027-10-16,Active,CRED-246426,https://verify.example.com/885461,Self,2026-03-20 06:59:35.765
665,1048,Databricks Certified ML Professional,Databricks,Data Platform,2025-07-28,2026-09-15,Active,CRED-695871,https://verify.example.com/125831,Partial Reimbursement,2026-03-20 06:59:35.765
674,1264,Azure Solutions Architect Expert,Microsoft,Cloud Platform,2025-06-21,2027-07-05,Active,CRED-927229,https://verify.example.com/860114,Company,2026-03-20 06:59:35.765
267,1380,Terraform Associate,HashiCorp,Infrastructure,2024-10-22,2026-01-19,Renewal Due,CRED-470699,https://verify.example.com/952650,Self,2026-03-20 06:59:35.765
461,1242,SnowPro Advanced Architect,Snowflake,Cloud Data Platform,2024-02-02,2027-07-13,In Progress,CRED-128938,https://verify.example.com/719827,Self,2026-03-20 06:59:35.765
296,1081,Matillion Associate,Matillion,ETL,2023-11-12,2026-07-10,In Progress,CRED-634440,https://verify.example.com/223388,Company,2026-03-20 06:59:35.765
109,1349,Databricks Certified Data Engineer,Databricks,Data Platform,2025-04-12,2026-10-12,In Progress,CRED-350732,https://verify.example.com/779450,Partial Reimbursement,2026-03-20 06:59:35.765
533,1034,Scrum Master CSM,Scrum Alliance,Agile,2024-12-11,2027-10-31,Renewal Due,CRED-859879,https://verify.example.com/156387,Self,2026-03-20 06:59:35.765
390,1254,Informatica PowerCenter,Informatica,ETL,2023-09-21,2027-06-06,Expired,CRED-623930,https://verify.example.com/772366,Self,2026-03-20 06:59:35.765
711,1122,Azure Fundamentals,Microsoft,Cloud Platform,2026-01-18,2028-01-13,Expired,CRED-871774,https://verify.example.com/725125,Self,2026-03-20 06:59:35.765
257,1378,Terraform Associate,HashiCorp,Infrastructure,2024-06-05,2027-04-25,Expired,CRED-945449,https://verify.example.com/559214,Self,2026-03-20 06:59:35.765
588,1250,Azure Fundamentals,Microsoft,Cloud Platform,2026-02-01,2026-04-16,Active,CRED-150574,https://verify.example.com/762455,Partial Reimbursement,2026-03-20 06:59:35.765
299,1448,PMP,PMI,Project Management,2025-08-07,2027-03-11,Expired,CRED-854830,https://verify.example.com/321926,Self,2026-03-20 06:59:35.765
184,1206,GCP Professional Data Engineer,Google,Cloud Platform,2024-10-04,2028-01-17,Renewal Due,CRED-712069,https://verify.example.com/640084,Partial Reimbursement,2026-03-20 06:59:35.765
459,1156,Apache Kafka Certification,Confluent,Streaming,2023-11-16,2028-02-09,Active,CRED-728502,https://verify.example.com/278183,Company,2026-03-20 06:59:35.765
218,1265,Certified Kubernetes Administrator,CNCF,DevOps,2025-07-17,2027-07-16,Active,CRED-840520,https://verify.example.com/418556,Self,2026-03-20 06:59:35.765
596,1231,Fivetran Partner Certification,Fivetran,Data Integration,2024-01-31,2027-09-10,Expired,CRED-875434,https://verify.example.com/920762,Company,2026-03-20 06:59:35.765
414,1162,Matillion Associate,Matillion,ETL,2025-07-21,2027-06-29,Active,CRED-679821,https://verify.example.com/293066,Partial Reimbursement,2026-03-20 06:59:35.765
57,1141,Matillion Associate,Matillion,ETL,2025-08-11,2028-03-13,In Progress,CRED-650516,https://verify.example.com/105867,Partial Reimbursement,2026-03-20 06:59:35.765
1,1437,SnowPro Advanced Data Analyst,Snowflake,Cloud Data Platform,2026-02-06,2027-06-19,Active,CRED-136486,https://verify.example.com/816512,Company,2026-03-20 06:59:35.765
302,1372,SnowPro Advanced Architect,Snowflake,Cloud Data Platform,2025-10-25,2026-09-17,In Progress,CRED-790810,https://verify.example.com/948439,Self,2026-03-20 06:59:35.765
232,1075,Scrum Master CSM,Scrum Alliance,Agile,2025-05-09,2026-12-25,Active,CRED-443885,https://verify.example.com/129891,Company,2026-03-20 06:59:35.765
47,1360,dbt Analytics Engineering,dbt Labs,Data Transformation,2025-03-16,2027-10-18,In Progress,CRED-266114,https://verify.example.com/764299,Partial Reimbursement,2026-03-20 06:59:35.765
693,1364,Power BI Data Analyst,Microsoft,Visualization,2024-11-09,2026-06-25,Renewal Due,CRED-810165,https://verify.example.com/175498,Partial Reimbursement,2026-03-20 06:59:35.765
92,1503,Informatica PowerCenter,Informatica,ETL,2025-05-19,2027-02-16,Active,CRED-403402,https://verify.example.com/855851,Company,2026-03-20 06:59:35.765
,1513,SnowPro Advanced Architect,Snowflake,Cloud Platform,2025-06-15,2027-06-15,Active,CRED-513001,https://verify.example.com/513001,Company,
,1513,AWS Solutions Architect Professional,Amazon,Cloud Platform,2024-11-20,2027-11-20,Active,CRED-513002,https://verify.example.com/513002,Company,
,1514,SnowPro Core,Snowflake,Cloud Platform,2025-03-10,2027-03-10,Active,CRED-514001,https://verify.example.com/514001,Company,
,1514,Azure AI Engineer Associate,Microsoft,AI/ML,2025-01-15,2027-01-15,Active,CRED-514002,https://verify.example.com/514002,Self,
,1515,GCP Cloud Architect,Google,Cloud Platform,2025-08-22,2027-08-22,Active,CRED-515001,https://verify.example.com/515001,Company,
,1515,Terraform Associate,HashiCorp,DevOps,2025-04-10,2027-04-10,Active,CRED-515002,https://verify.example.com/515002,Self,
,1516,Azure Solutions Architect Expert,Microsoft,Cloud Platform,2025-05-18,2027-05-18,Active,CRED-516001,https://verify.example.com/516001,Company,
,1517,SnowPro Advanced Architect,Snowflake,Cloud Platform,2025-09-05,2027-09-05,Active,CRED-517001,https://verify.example.com/517001,Company,
,1517,dbt Analytics Engineering,dbt Labs,Data Engineering,2025-07-20,2027-07-20,Active,CRED-517002,https://verify.example.com/517002,Company,
,1518,Tableau Desktop Specialist,Tableau,Visualization,2025-02-28,2027-02-28,Active,CRED-518001,https://verify.example.com/518001,Self,
,1519,SnowPro Advanced Architect,Snowflake,Cloud Platform,2025-01-10,2027-01-10,Active,CRED-519001,https://verify.example.com/519001,Company,
,1519,AWS Solutions Architect Professional,Amazon,Cloud Platform,2024-08-15,2027-08-15,Active,CRED-519002,https://verify.example.com/519002,Company,
,1519,Kubernetes Administrator CKA,CNCF,DevOps,2025-05-20,2027-05-20,Active,CRED-519003,https://verify.example.com/519003,Company,
,1520,SnowPro Core,Snowflake,Cloud Platform,2025-04-12,2027-04-12,Active,CRED-520001,https://verify.example.com/520001,Company,
,1520,Databricks Machine Learning Professional,Databricks,AI/ML,2025-07-30,2027-07-30,Active,CRED-520002,https://verify.example.com/520002,Company,
,1521,GCP Cloud Architect,Google,Cloud Platform,2025-02-18,2027-02-18,Active,CRED-521001,https://verify.example.com/521001,Company,
,1521,SnowPro Advanced Data Analyst,Snowflake,Cloud Platform,2025-10-05,2027-10-05,Active,CRED-521002,https://verify.example.com/521002,Self,
,1522,Azure Solutions Architect Expert,Microsoft,Cloud Platform,2025-06-25,2027-06-25,Active,CRED-522001,https://verify.example.com/522001,Company,
