MARGIN_ID,EMPLOYEE_ID,PROJECT_NAME,CLIENT_NAME,BILLING_START_DATE,BILLING_END_DATE,BILLING_RATE_PER_HOUR,COST_RATE_PER_HOUR,MARGIN_AMOUNT_PER_HOUR,MARGIN_PERCENTAGE,MONTHLY_BILLED_HOURS,MONTHLY_REVENUE,MONTHLY_COST,MONTHLY_MARGIN,BILLING_TYPE,CURRENCY,ENGAGEMENT_TYPE,IS_ACTIVE,CREATED_AT
358,1048,Dashboard Development,AutoDrive Inc,2026-02-03,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Consulting,true,2026-03-20 07:01:48.136
359,1048,Snowflake Migration,InsurePro,2025-05-03,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Consulting,true,2026-03-20 07:01:48.136
360,1056,Cloud Migration,DataFirst LLC,2026-02-01,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Project Based,true,2026-03-20 07:01:48.136
361,1056,Data Warehouse Redesign,HealthTech Solutions,2025-04-02,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Project Based,true,2026-03-20 07:01:48.136
362,1064,API Integration,HealthTech Solutions,2025-09-30,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Support & Maintenance,true,2026-03-20 07:01:48.136
363,1080,Dashboard Development,TravelEase,2026-02-18,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Staff Augmentation,true,2026-03-20 07:01:48.136
364,1096,Platform Upgrade,FinServ Global,2026-02-08,2026-06-22,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Support & Maintenance,true,2026-03-20 07:01:48.136
365,1096,Real-time Analytics,EnergyOne,2025-06-13,2026-06-17,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Support & Maintenance,true,2026-03-20 07:01:48.136
366,1104,POC Development,Acme Corp,2025-03-22,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Staff Augmentation,true,2026-03-20 07:01:48.136
367,1112,Dashboard Development,AutoDrive Inc,2025-10-22,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Support & Maintenance,true,2026-03-20 07:01:48.136
368,1112,Platform Upgrade,HealthTech Solutions,2025-12-21,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Project Based,true,2026-03-20 07:01:48.136
369,1120,Snowflake Migration,FinServ Global,2025-05-23,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Consulting,false,2026-03-20 07:01:48.136
370,1144,ETL Modernization,Acme Corp,2025-06-12,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Managed Services,true,2026-03-20 07:01:48.136
371,1152,Cost Optimization,EnergyOne,2025-06-28,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Project Based,true,2026-03-20 07:01:48.136
372,1168,Data Governance Setup,DataFirst LLC,2026-02-16,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Support & Maintenance,false,2026-03-20 07:01:48.136
373,1176,POC Development,AutoDrive Inc,2025-11-23,2026-04-23,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Staff Augmentation,true,2026-03-20 07:01:48.136
374,1176,API Integration,FinServ Global,2025-12-26,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Consulting,true,2026-03-20 07:01:48.136
375,1184,ML Pipeline,Acme Corp,2026-02-16,2026-05-14,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Support & Maintenance,true,2026-03-20 07:01:48.136
376,1192,Cost Optimization,TechNova Inc,2025-12-25,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Support & Maintenance,true,2026-03-20 07:01:48.136
377,1208,ETL Modernization,InsurePro,2025-10-19,2026-06-11,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Staff Augmentation,false,2026-03-20 07:01:48.136
378,1208,POC Development,FinServ Global,2026-02-05,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Staff Augmentation,true,2026-03-20 07:01:48.136
379,1216,Snowflake Migration,InsurePro,2025-05-23,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Project Based,false,2026-03-20 07:01:48.136
380,1232,API Integration,InsurePro,2025-08-30,2026-08-26,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Support & Maintenance,true,2026-03-20 07:01:48.136
381,1248,Data Governance Setup,FinServ Global,2025-08-07,2026-06-29,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Staff Augmentation,false,2026-03-20 07:01:48.136
382,1280,Cloud Migration,TechNova Inc,2026-01-20,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Support & Maintenance,true,2026-03-20 07:01:48.136
383,1288,Data Lake Build,EnergyOne,2025-05-10,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Support & Maintenance,true,2026-03-20 07:01:48.136
384,1304,Reporting Automation,DataFirst LLC,2025-08-19,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Consulting,true,2026-03-20 07:01:48.136
385,1312,Reporting Automation,FinServ Global,2025-06-27,2026-06-27,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Consulting,false,2026-03-20 07:01:48.136
386,1320,Platform Upgrade,InsurePro,2025-03-22,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Project Based,true,2026-03-20 07:01:48.136
387,1328,Real-time Analytics,FinServ Global,2025-11-14,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Support & Maintenance,false,2026-03-20 07:01:48.136
388,1344,Data Lake Build,DataFirst LLC,2025-12-23,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Support & Maintenance,false,2026-03-20 07:01:48.136
389,1344,Data Warehouse Redesign,Acme Corp,2025-07-15,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Consulting,false,2026-03-20 07:01:48.136
390,1344,Platform Upgrade,InsurePro,2025-04-10,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Consulting,true,2026-03-20 07:01:48.136
391,1360,Real-time Analytics,EnergyOne,2025-05-02,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Consulting,true,2026-03-20 07:01:48.136
392,1368,Data Governance Setup,EduSpark,2025-09-13,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Support & Maintenance,false,2026-03-20 07:01:48.136
393,1368,Security Audit,AutoDrive Inc,2025-09-14,2026-07-08,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Consulting,true,2026-03-20 07:01:48.136
394,1376,Security Audit,EduSpark,2025-12-15,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Consulting,true,2026-03-20 07:01:48.136
395,1384,Security Audit,CloudScale,2025-07-05,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Support & Maintenance,true,2026-03-20 07:01:48.136
396,1384,Cloud Migration,AutoDrive Inc,2025-11-15,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Managed Services,true,2026-03-20 07:01:48.136
397,1392,Cost Optimization,FinServ Global,2026-02-15,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Staff Augmentation,true,2026-03-20 07:01:48.136
398,1416,Data Governance Setup,FinServ Global,2026-02-12,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Support & Maintenance,false,2026-03-20 07:01:48.136
399,1424,Reporting Automation,BankRight,2025-04-17,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Project Based,true,2026-03-20 07:01:48.136
400,1424,ML Pipeline,FinServ Global,2025-10-14,2026-04-30,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Support & Maintenance,true,2026-03-20 07:01:48.136
401,1440,POC Development,FoodChain Co,2025-11-09,2026-06-14,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Staff Augmentation,true,2026-03-20 07:01:48.136
402,1448,Data Governance Setup,BankRight,2025-08-16,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Project Based,true,2026-03-20 07:01:48.136
403,1464,Platform Upgrade,RetailMax,2025-11-15,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Project Based,true,2026-03-20 07:01:48.136
404,1464,API Integration,FinServ Global,2026-01-11,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Managed Services,true,2026-03-20 07:01:48.136
405,1464,ML Pipeline,FoodChain Co,2025-07-11,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Consulting,true,2026-03-20 07:01:48.136
406,1464,Dashboard Development,EduSpark,2026-01-10,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Consulting,true,2026-03-20 07:01:48.136
407,1496,Reporting Automation,TravelEase,2025-05-31,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Project Based,false,2026-03-20 07:01:48.136
408,1496,Data Lake Build,CloudScale,2025-11-13,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Support & Maintenance,false,2026-03-20 07:01:48.136
409,1504,POC Development,TechNova Inc,2025-11-06,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Managed Services,true,2026-03-20 07:01:48.136
410,1512,Security Audit,CloudScale,2026-02-09,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Staff Augmentation,true,2026-03-20 07:01:48.136
411,1018,ETL Modernization,HealthTech Solutions,2025-11-29,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Managed Services,true,2026-03-20 07:01:48.136
412,1042,Snowflake Migration,BankRight,2025-04-25,2026-09-08,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Project Based,true,2026-03-20 07:01:48.136
413,1098,Real-time Analytics,FoodChain Co,2025-10-15,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Project Based,true,2026-03-20 07:01:48.136
414,1130,API Integration,FinServ Global,2025-05-19,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Managed Services,true,2026-03-20 07:01:48.136
415,1130,POC Development,MediaStream,2025-11-28,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Staff Augmentation,true,2026-03-20 07:01:48.136
416,1138,Data Lake Build,FoodChain Co,2025-11-27,2026-05-30,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Staff Augmentation,true,2026-03-20 07:01:48.136
417,1146,Data Lake Build,FinServ Global,2025-05-18,2026-07-31,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Project Based,false,2026-03-20 07:01:48.136
418,1154,POC Development,FinServ Global,2025-12-15,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Support & Maintenance,true,2026-03-20 07:01:48.136
419,1154,POC Development,FoodChain Co,2025-12-31,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Support & Maintenance,false,2026-03-20 07:01:48.136
420,1162,API Integration,InsurePro,2025-04-14,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Consulting,true,2026-03-20 07:01:48.136
421,1170,Cloud Migration,FinServ Global,2025-05-22,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Staff Augmentation,true,2026-03-20 07:01:48.136
422,1178,Dashboard Development,RetailMax,2025-09-04,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Managed Services,true,2026-03-20 07:01:48.136
423,1186,Reporting Automation,FoodChain Co,2025-11-25,2026-06-15,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Project Based,false,2026-03-20 07:01:48.136
424,1202,Data Warehouse Redesign,EduSpark,2025-06-25,2026-08-28,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Managed Services,true,2026-03-20 07:01:48.136
425,1202,Cloud Migration,TechNova Inc,2026-01-20,2026-05-23,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Support & Maintenance,true,2026-03-20 07:01:48.136
426,1202,Dashboard Development,TravelEase,2026-02-04,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Support & Maintenance,true,2026-03-20 07:01:48.136
427,1210,Data Governance Setup,InsurePro,2025-08-22,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Staff Augmentation,true,2026-03-20 07:01:48.136
428,1218,Cost Optimization,TechNova Inc,2025-04-15,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Staff Augmentation,true,2026-03-20 07:01:48.136
429,1234,Real-time Analytics,HealthTech Solutions,2025-09-26,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Support & Maintenance,true,2026-03-20 07:01:48.136
430,1234,Cloud Migration,Acme Corp,2025-07-08,2026-06-16,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Support & Maintenance,false,2026-03-20 07:01:48.136
431,1258,Data Warehouse Redesign,FoodChain Co,2025-11-10,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Staff Augmentation,true,2026-03-20 07:01:48.136
432,1274,Dashboard Development,FoodChain Co,2025-11-23,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Support & Maintenance,true,2026-03-20 07:01:48.136
433,1282,Data Warehouse Redesign,FinServ Global,2025-06-27,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Managed Services,true,2026-03-20 07:01:48.136
434,1306,POC Development,AutoDrive Inc,2025-10-01,2026-09-12,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Project Based,false,2026-03-20 07:01:48.136
435,1314,Data Governance Setup,EnergyOne,2025-11-05,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Consulting,false,2026-03-20 07:01:48.136
436,1370,POC Development,FoodChain Co,2025-09-15,2026-07-10,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Support & Maintenance,true,2026-03-20 07:01:48.136
437,1386,Snowflake Migration,RetailMax,2026-01-23,2026-07-24,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Consulting,true,2026-03-20 07:01:48.136
438,1386,Reporting Automation,InsurePro,2026-01-18,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Staff Augmentation,true,2026-03-20 07:01:48.136
439,1386,Data Lake Build,DataFirst LLC,2026-02-04,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Project Based,true,2026-03-20 07:01:48.136
440,1386,Data Warehouse Redesign,RetailMax,2026-02-02,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Managed Services,true,2026-03-20 07:01:48.136
441,1386,Snowflake Migration,BankRight,2026-02-05,2026-05-08,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Support & Maintenance,true,2026-03-20 07:01:48.136
442,1386,POC Development,Acme Corp,2025-09-16,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Support & Maintenance,false,2026-03-20 07:01:48.136
443,1394,Real-time Analytics,HealthTech Solutions,2025-07-13,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Consulting,true,2026-03-20 07:01:48.136
444,1402,Real-time Analytics,EnergyOne,2026-01-02,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Support & Maintenance,true,2026-03-20 07:01:48.136
445,1402,Cost Optimization,EnergyOne,2025-11-23,2026-07-12,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Project Based,true,2026-03-20 07:01:48.136
446,1434,Snowflake Migration,BankRight,2025-05-05,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Managed Services,true,2026-03-20 07:01:48.136
447,1434,POC Development,FinServ Global,2025-10-19,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Managed Services,false,2026-03-20 07:01:48.136
448,1442,Data Lake Build,FoodChain Co,2025-07-14,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Project Based,true,2026-03-20 07:01:48.136
449,1442,Cost Optimization,TechNova Inc,2026-01-29,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Support & Maintenance,true,2026-03-20 07:01:48.136
450,1450,Real-time Analytics,TechNova Inc,2025-08-17,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Staff Augmentation,false,2026-03-20 07:01:48.136
451,1450,ETL Modernization,RetailMax,2025-04-22,2026-08-12,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Staff Augmentation,true,2026-03-20 07:01:48.136
1101,1513,Data Lake Migration,TechNova Inc,2025-06-01,,145.00,55.00,90.00,62.07,160.0,23200.00,8800.00,14400.00,Time & Material,USD,Staff Augmentation,true,2026-03-21 04:06:56.837
1102,1514,ML Platform Build,HealthTech Solutions,2025-04-15,,150.00,58.00,92.00,61.33,160.0,24000.00,9280.00,14720.00,Time & Material,USD,Consulting,true,2026-03-21 04:06:56.837
1103,1515,Real-time Analytics,FinServ Global,2025-07-01,,148.00,56.00,92.00,62.16,168.0,24864.00,9408.00,15456.00,Retainer,USD,Managed Services,true,2026-03-21 04:06:56.837
1104,1516,AI Chatbot Platform,EduSpark,2025-03-10,2026-02-14,142.00,54.00,88.00,61.97,160.0,22720.00,8640.00,14080.00,Milestone Based,USD,Consulting,false,2026-03-21 04:06:56.837
1105,1517,Data Warehouse Modernization,RetailMax,2025-08-20,,146.00,55.00,91.00,62.33,160.0,23360.00,8800.00,14560.00,Time & Material,USD,Staff Augmentation,true,2026-03-21 04:06:56.837
1106,1518,BI Dashboard Suite,MediaStream,2025-05-01,2026-02-28,140.00,53.00,87.00,62.14,152.0,21280.00,8056.00,13224.00,Retainer,USD,Consulting,false,2026-03-21 04:06:56.837
1107,1519,Enterprise Data Platform,BankRight,2025-01-15,,175.00,65.00,110.00,62.86,168.0,29400.00,10920.00,18480.00,Time & Material,USD,Consulting,true,2026-03-21 04:06:56.837
1108,1519,Cloud Migration,Acme Corp,2024-06-01,2025-01-10,170.00,65.00,105.00,61.76,160.0,27200.00,10400.00,16800.00,Milestone Based,USD,Managed Services,false,2026-03-21 04:06:56.837
1109,1520,MLOps Pipeline,CloudScale,2025-05-20,,180.00,68.00,112.00,62.22,160.0,28800.00,10880.00,17920.00,Time & Material,USD,Consulting,true,2026-03-21 04:06:56.837
1110,1521,Streaming Data Platform,AutoDrive Inc,2025-03-01,,172.00,64.00,108.00,62.79,168.0,28896.00,10752.00,18144.00,Retainer,USD,Staff Augmentation,true,2026-03-21 04:06:56.837
1111,1522,NLP Analytics Engine,InsurePro,2025-04-10,2026-02-19,178.00,67.00,111.00,62.36,160.0,28480.00,10720.00,17760.00,Time & Material,USD,Consulting,false,2026-03-21 04:06:56.837
1112,1523,Data Governance Setup,FoodChain Co,2025-06-15,,170.00,63.00,107.00,62.94,160.0,27200.00,10080.00,17120.00,Time & Material,USD,Managed Services,true,2026-03-21 04:06:56.837
1113,1524,Big Data Analytics,EnergyOne,2025-02-01,,176.00,66.00,110.00,62.50,168.0,29568.00,11088.00,18480.00,Retainer,USD,Staff Augmentation,true,2026-03-21 04:06:56.837
1201,1525,Data Lake Migration,TechNova Inc,2025-05-01,,125.00,48.00,77.00,61.60,160.0,20000.00,7680.00,12320.00,Time & Material,USD,Staff Augmentation,true,2026-03-21 06:44:29.136
1202,1526,BI Dashboard Suite,MediaStream,2025-06-15,,120.00,46.00,74.00,61.67,152.0,18240.00,6992.00,11248.00,Retainer,USD,Consulting,true,2026-03-21 06:44:29.136
1203,1527,ETL Modernization,FinServ Global,2025-04-10,,128.00,49.00,79.00,61.72,160.0,20480.00,7840.00,12640.00,Time & Material,USD,Managed Services,true,2026-03-21 06:44:29.136
1204,1528,AI Chatbot Platform,EduSpark,2025-03-20,2026-02-24,118.00,45.00,73.00,61.86,160.0,18880.00,7200.00,11680.00,Milestone Based,USD,Consulting,false,2026-03-21 06:44:29.136
1205,1529,Enterprise Data Platform,BankRight,2025-01-10,,155.00,58.00,97.00,62.58,168.0,26040.00,9744.00,16296.00,Time & Material,USD,Consulting,true,2026-03-21 06:44:29.136
1206,1529,Cloud Migration,Acme Corp,2024-05-15,2025-01-05,150.00,58.00,92.00,61.33,160.0,24000.00,9280.00,14720.00,Milestone Based,USD,Staff Augmentation,false,2026-03-21 06:44:29.136
1207,1530,MLOps Pipeline,CloudScale,2025-04-01,2026-03-04,158.00,60.00,98.00,62.03,160.0,25280.00,9600.00,15680.00,Time & Material,USD,Consulting,false,2026-03-21 06:44:29.136
1208,1531,Data Governance Setup,FoodChain Co,2025-03-15,,152.00,57.00,95.00,62.50,168.0,25536.00,9576.00,15960.00,Retainer,USD,Managed Services,true,2026-03-21 06:44:29.136
1209,1532,Big Data Analytics,EnergyOne,2025-02-01,,156.00,59.00,97.00,62.18,168.0,26208.00,9912.00,16296.00,Time & Material,USD,Staff Augmentation,true,2026-03-21 06:44:29.136
1114,1523,PTR,PTR,2026-03-21,,160.00,60.80,99.20,62.00,160.0,25600.00,9728.00,15872.00,Time & Material,USD,Consulting,true,2026-03-21 08:47:18.494
1115,1304,PTR,PTR,2026-03-21,,120.00,45.60,74.40,62.00,160.0,19200.00,7296.00,11904.00,Time & Material,USD,Consulting,true,2026-03-21 08:47:18.494
1116,1390,PTR,PTR,2026-03-21,,120.00,45.60,74.40,62.00,160.0,19200.00,7296.00,11904.00,Time & Material,USD,Consulting,true,2026-03-21 08:47:18.494
1117,1529,PTR,PTR,2026-03-21,,140.00,53.20,86.80,62.00,160.0,22400.00,8512.00,13888.00,Time & Material,USD,Consulting,true,2026-03-21 08:47:18.494
1301,1523,CityBBQ,City,2026-03-22,,160.00,60.80,99.20,62.00,160.0,25600.00,9728.00,15872.00,Time & Material,USD,Consulting,true,2026-03-22 10:42:29.033
1302,1036,CityBBQ,City,2026-03-22,,120.00,45.60,74.40,62.00,160.0,19200.00,7296.00,11904.00,Time & Material,USD,Consulting,true,2026-03-22 10:42:29.033
1303,1137,CityBBQ,City,2026-03-22,,120.00,45.60,74.40,62.00,160.0,19200.00,7296.00,11904.00,Time & Material,USD,Consulting,true,2026-03-22 10:42:29.033
1304,1523,Test,TestClient,2026-03-22,,160.00,60.80,99.20,62.00,160.0,25600.00,9728.00,15872.00,Time & Material,USD,Consulting,true,2026-03-22 10:46:10.281
1305,1036,Test,TestClient,2026-03-22,,120.00,45.60,74.40,62.00,160.0,19200.00,7296.00,11904.00,Time & Material,USD,Consulting,true,2026-03-22 10:46:10.281
1306,1057,Test,TestClient,2026-03-22,,120.00,45.60,74.40,62.00,160.0,19200.00,7296.00,11904.00,Time & Material,USD,Consulting,true,2026-03-22 10:46:10.281
1401,1523,TestProject,TestClient,2026-03-22,,160.00,60.80,99.20,62.00,160.0,25600.00,9728.00,15872.00,Time & Material,USD,Consulting,true,2026-03-22 23:21:18.418
1402,1036,TestProject,TestClient,2026-03-22,,120.00,45.60,74.40,62.00,160.0,19200.00,7296.00,11904.00,Time & Material,USD,Consulting,true,2026-03-22 23:21:18.418
1403,1057,TestProject,TestClient,2026-03-22,,120.00,45.60,74.40,62.00,160.0,19200.00,7296.00,11904.00,Time & Material,USD,Consulting,true,2026-03-22 23:21:18.418
1501,1518,City BBQ,City BBQ,2026-03-23,,160.00,60.80,99.20,62.00,160.0,25600.00,9728.00,15872.00,Time & Material,USD,Consulting,true,2026-03-23 02:10:22.702
1502,1304,City BBQ,City BBQ,2026-03-23,,120.00,45.60,74.40,62.00,160.0,19200.00,7296.00,11904.00,Time & Material,USD,Consulting,true,2026-03-23 02:10:22.702
1503,1057,City BBQ,City BBQ,2026-03-23,,120.00,45.60,74.40,62.00,160.0,19200.00,7296.00,11904.00,Time & Material,USD,Consulting,true,2026-03-23 02:10:22.702
1504,1531,City BBQ,City BBQ,2026-03-23,,140.00,53.20,86.80,62.00,160.0,22400.00,8512.00,13888.00,Time & Material,USD,Consulting,true,2026-03-23 02:10:22.702
1505,1523,City BBQ,City BBQ,2026-03-23,,160.00,60.80,99.20,62.00,160.0,25600.00,9728.00,15872.00,Time & Material,USD,Consulting,true,2026-03-23 02:13:59.618
1506,1036,City BBQ,City BBQ,2026-03-23,,120.00,45.60,74.40,62.00,160.0,19200.00,7296.00,11904.00,Time & Material,USD,Consulting,true,2026-03-23 02:13:59.618
1507,1000,City BBQ,City BBQ,2026-03-23,,120.00,45.60,74.40,62.00,160.0,19200.00,7296.00,11904.00,Time & Material,USD,Consulting,true,2026-03-23 02:13:59.618
1508,1529,City BBQ,City BBQ,2026-03-23,,140.00,53.20,86.80,62.00,160.0,22400.00,8512.00,13888.00,Time & Material,USD,Consulting,true,2026-03-23 02:13:59.618
1509,1514,City BBQ,City BBQ,2026-03-23,,160.00,60.80,99.20,62.00,160.0,25600.00,9728.00,15872.00,Time & Material,USD,Consulting,true,2026-03-23 02:59:22.795
1510,1122,City BBQ,City BBQ,2026-03-23,,120.00,45.60,74.40,62.00,160.0,19200.00,7296.00,11904.00,Time & Material,USD,Consulting,true,2026-03-23 02:59:22.795
1511,1004,City BBQ,City BBQ,2026-03-23,,120.00,45.60,74.40,62.00,160.0,19200.00,7296.00,11904.00,Time & Material,USD,Consulting,true,2026-03-23 02:59:22.795
1512,1523,City BBQ,City BBQ,2026-03-23,,160.00,60.80,99.20,62.00,160.0,25600.00,9728.00,15872.00,Time & Material,USD,Consulting,true,2026-03-23 03:42:49.466
